2026-01-22T09:42:00.000Z,19.05
2026-01-22T09:43:00.000Z,19.78
2026-01-22T09:44:00.000Z,19.38
2026-01-22T09:45:00.000Z,19.09
2026-01-22T09:46:00.000Z,20.19
2026-01-22T09:47:00.000Z,19.83
2026-01-22T09:48:00.000Z,19.90
2026-01-22T09:49:00.000Z,19.55
2026-01-22T09:50:00.000Z,19.46
2026-01-22T09:51:00.000Z,19.87
2026-01-22T09:52:00.000Z,19.27
2026-01-22T09:53:00.000Z,19.09
2026-01-22T09:54:00.000Z,19.97
2026-01-22T09:55:00.000Z,19.20
2026-01-22T09:56:00.000Z,19.34
2026-01-22T09:57:00.000Z,20.09
2026-01-22T09:58:00.000Z,19.65
2026-01-22T09:59:00.000Z,20.00
2026-01-22T10:00:00.000Z,19.25
2026-01-22T10:01:00.000Z,19.85
2026-01-22T10:02:00.000Z,20.21
2026-01-22T10:03:00.000Z,19.78
2026-01-22T10:04:00.000Z,19.76
2026-01-22T10:05:00.000Z,19.51
2026-01-22T10:06:00.000Z,19.70
2026-01-22T10:07:00.000Z,20.26
2026-01-22T10:08:00.000Z,19.60
2026-01-22T10:09:00.000Z,19.85
2026-01-22T10:10:00.000Z,20.26
2026-01-22T10:11:00.000Z,19.53
2026-01-22T10:12:00.000Z,19.47
2026-01-22T10:13:00.000Z,19.65
2026-01-22T10:14:00.000Z,20.03
2026-01-22T10:15:00.000Z,19.87
2026-01-22T10:16:00.000Z,19.47
2026-01-22T10:17:00.000Z,19.76
2026-01-22T10:18:00.000Z,19.51
2026-01-22T10:19:00.000Z,20.00
2026-01-22T10:20:00.000Z,19.48
2026-01-22T10:21:00.000Z,19.67
2026-01-22T10:22:00.000Z,19.43
2026-01-22T10:23:00.000Z,19.38
2026-01-22T10:24:00.000Z,19.83
2026-01-22T10:25:00.000Z,19.74
2026-01-22T10:26:00.000Z,19.45
2026-01-22T10:27:00.000Z,20.15
2026-01-22T10:28:00.000Z,19.77
2026-01-22T10:29:00.000Z,20.41
2026-01-22T10:30:00.000Z,20.36
2026-01-22T10:31:00.000Z,19.49
2026-01-22T10:32:00.000Z,20.05
2026-01-22T10:33:00.000Z,19.71
2026-01-22T10:34:00.000Z,20.07
2026-01-22T10:35:00.000Z,19.93
2026-01-22T10:36:00.000Z,20.19
2026-01-22T10:37:00.000Z,19.61
2026-01-22T10:38:00.000Z,19.90
2026-01-22T10:39:00.000Z,20.24
2026-01-22T10:40:00.000Z,20.32
2026-01-22T10:41:00.000Z,20.29
2026-01-22T10:42:00.000Z,19.47
2026-01-22T10:43:00.000Z,19.52
2026-01-22T10:44:00.000Z,19.99
2026-01-22T10:45:00.000Z,20.49
2026-01-22T10:46:00.000Z,20.57
2026-01-22T10:47:00.000Z,20.42
2026-01-22T10:48:00.000Z,19.57
2026-01-22T10:49:00.000Z,20.59
2026-01-22T10:50:00.000Z,19.67
2026-01-22T10:51:00.000Z,20.61
2026-01-22T10:52:00.000Z,19.91
2026-01-22T10:53:00.000Z,19.72
2026-01-22T10:54:00.000Z,20.60
2026-01-22T10:55:00.000Z,19.73
2026-01-22T10:56:00.000Z,20.10
2026-01-22T10:57:00.000Z,19.62
2026-01-22T10:58:00.000Z,19.95
2026-01-22T10:59:00.000Z,20.49
2026-01-22T11:00:00.000Z,19.87
2026-01-22T11:01:00.000Z,20.17
2026-01-22T11:02:00.000Z,19.94
2026-01-22T11:03:00.000Z,20.03
2026-01-22T11:04:00.000Z,20.41
2026-01-22T11:05:00.000Z,19.69
2026-01-22T11:06:00.000Z,20.04
2026-01-22T11:07:00.000Z,20.61
2026-01-22T11:08:00.000Z,20.46
2026-01-22T11:09:00.000Z,20.54
2026-01-22T11:10:00.000Z,20.72
2026-01-22T11:11:00.000Z,20.10
2026-01-22T11:12:00.000Z,20.29
2026-01-22T11:13:00.000Z,19.98
2026-01-22T11:14:00.000Z,20.80
2026-01-22T11:15:00.000Z,19.84
